month,from,to,distance_km,start_time,end_time
3,Castelldefels,Gavà,3.77,2024-03-15T08:02:17Z,2024-03-15T08:09:00Z
3,Gavà,Gavà,0.19,2024-03-15T08:09:00Z,2024-03-15T08:13:38Z
3,Gavà,Gavà,0.36,2024-03-15T12:12:54Z,2024-03-15T12:22:59Z
3,Gavà,Gavà,0.26,2024-03-15T13:21:18Z,2024-03-15T13:26:35Z
3,Gavà,Gavà,0.39,2024-03-15T17:28:12Z,2024-03-15T17:41:02Z
3,Gavà,Gavà,2.42,2024-03-15T17:41:02Z,2024-03-15T17:45:03Z
3,Castelldefels,Castelldefels,0.18,2024-03-16T09:27:14Z,2024-03-16T09:27:57Z
3,Castelldefels,Barcelona,20.35,2024-03-16T09:53:33Z,2024-03-16T10:22:58Z
3,Barcelona,Barcelona,1.48,2024-03-16T10:35:10Z,2024-03-16T11:01:52Z
3,Barcelona,Barcelona,0.29,2024-03-16T11:01:52Z,2024-03-16T12:05:26Z
3,Barcelona,Barcelona,1.87,2024-03-16T12:05:26Z,2024-03-16T12:24:42Z
3,Barcelona,Barcelona,0.51,2024-03-16T12:24:42Z,2024-03-16T13:33:37Z
3,Barcelona,Barcelona,0.92,2024-03-16T13:33:37Z,2024-03-16T14:59:38Z
3,Barcelona,Barcelona,1.76,2024-03-16T15:31:44Z,2024-03-16T16:04:27Z
3,Barcelona,Barcelona,0.33,2024-03-16T19:09:18Z,2024-03-16T19:19:20Z
3,Barcelona,Barcelona,0.94,2024-03-16T19:19:20Z,2024-03-16T19:24:24Z
3,Barcelona,Castelldefels,17.42,2024-03-16T19:30:35Z,2024-03-16T19:58:46Z
3,Castelldefels,Castelldefels,0.25,2024-03-16T19:58:46Z,2024-03-16T20:05:07Z
3,Castelldefels,el Prat de Llobregat,8.83,2024-03-17T05:59:58Z,2024-03-17T06:34:22Z
3,el Prat de Llobregat,Schwechat,1369.11,2024-03-17T09:06:16Z,2024-03-17T11:39:44Z
3,Schwechat,Wiener Neustadt,42.21,2024-03-17T12:30:33Z,2024-03-17T13:32:27Z
3,Wiener Neustadt,Weppersdorf,28.83,2024-03-17T13:32:27Z,2024-03-17T14:08:21Z
3,Weppersdorf,Weppersdorf,1.02,2024-03-18T08:55:14Z,2024-03-18T08:57:31Z
3,Weppersdorf,Weppersdorf,1.02,2024-03-18T09:23:48Z,2024-03-18T09:26:34Z
3,Weppersdorf,Kaisersdorf,5.95,2024-03-18T11:12:47Z,2024-03-18T11:20:52Z
3,Kaisersdorf,Weppersdorf,5.97,2024-03-18T11:26:55Z,2024-03-18T11:36:57Z
3,Weppersdorf,Stoob Süd,9.92,2024-03-19T07:07:46Z,2024-03-19T07:31:55Z
3,Stoob Süd,Horitschon,8.57,2024-03-19T07:48:17Z,2024-03-19T07:58:46Z
3,Horitschon,Weppersdorf,9.24,2024-03-19T08:39:53Z,2024-03-19T08:51:57Z
3,Kaisersdorf,Kaisersdorf,0.12,2024-03-20T11:10:25Z,2024-03-20T11:46:55Z
3,Weppersdorf,Weppersdorf,0.01,2024-03-21T11:46:18Z,2024-03-21T12:14:26Z
3,Weppersdorf,Horitschon,9.17,2024-03-22T06:54:56Z,2024-03-22T07:06:59Z
3,Horitschon,Horitschon,1.2,2024-03-22T07:13:00Z,2024-03-22T08:01:04Z
3,Weppersdorf,Weppersdorf,1.19,2024-03-22T08:16:48Z,2024-03-22T08:30:48Z
3,Weppersdorf,Weppersdorf,1.47,2024-03-22T10:40:02Z,2024-03-22T10:46:05Z
3,Weppersdorf,Kaisersdorf,4.72,2024-03-22T10:50:07Z,2024-03-22T11:02:08Z
3,Kaisersdorf,Weppersdorf,5.89,2024-03-22T11:31:53Z,2024-03-22T11:40:39Z
3,Weppersdorf,Weikersdorf am Steinfelde,33.16,2024-03-23T15:58:32Z,2024-03-23T16:49:00Z
3,Weikersdorf am Steinfelde,Weppersdorf,33.17,2024-03-24T03:32:09Z,2024-03-24T04:06:23Z
3,Weppersdorf,Kaisersdorf,5.83,2024-03-25T13:22:41Z,2024-03-25T13:32:46Z
3,Kaisersdorf,Weppersdorf,5.9,2024-03-25T14:25:56Z,2024-03-25T14:36:04Z
3,Weppersdorf,Weppersdorf,1.45,2024-03-25T14:47:29Z,2024-03-25T14:55:32Z
3,Weppersdorf,Weppersdorf,1.12,2024-03-25T15:11:45Z,2024-03-25T15:24:41Z
3,Weppersdorf,Kaisersdorf,5.83,2024-03-26T16:22:30Z,2024-03-26T16:38:06Z
3,Kaisersdorf,Weppersdorf,5.86,2024-03-26T16:45:31Z,2024-03-26T16:57:10Z
3,Weppersdorf,Mattersburg,18.03,2024-03-27T07:40:03Z,2024-03-27T07:57:37Z
3,Mattersburg,Vienna,50.91,2024-03-27T08:04:08Z,2024-03-27T08:57:26Z
3,Vienna,Vienna,3.72,2024-03-27T14:51:55Z,2024-03-27T15:03:47Z
3,Vienna,Vienna,0.48,2024-03-27T16:20:41Z,2024-03-27T16:32:44Z
3,Vienna,Vienna,4.13,2024-03-27T16:32:44Z,2024-03-27T16:49:41Z
3,Vienna,Vienna,0.18,2024-03-27T16:49:41Z,2024-03-27T16:53:41Z
3,Vienna,Vienna,0.19,2024-03-27T17:53:26Z,2024-03-27T18:07:35Z
3,Vienna,Vienna,0.8,2024-03-27T18:07:35Z,2024-03-27T18:22:40Z
3,Vienna,Vienna,0.06,2024-03-27T18:22:40Z,2024-03-27T18:24:02Z
3,Vienna,Vienna,0.12,2024-03-27T20:26:25Z,2024-03-27T20:31:59Z
3,Vienna,Vienna,1.7,2024-03-27T20:31:59Z,2024-03-27T21:00:08Z
3,Vienna,Vienna,0.08,2024-03-27T21:00:08Z,2024-03-27T21:02:09Z
3,Vienna,Vienna,0.16,2024-03-27T23:22:54Z,2024-03-27T23:25:25Z
3,Vienna,Vienna,1.83,2024-03-28T07:05:28Z,2024-03-28T07:25:02Z
3,Vienna,Vienna,0.45,2024-03-28T07:25:02Z,2024-03-28T07:34:02Z
3,Vienna,Vienna,2.12,2024-03-28T07:34:02Z,2024-03-28T07:44:05Z
3,Vienna,Vienna,0.53,2024-03-28T07:44:05Z,2024-03-28T07:52:42Z
3,Vienna,Vienna,0.42,2024-03-28T13:13:19Z,2024-03-28T13:20:30Z
3,Vienna,Vienna,0.44,2024-03-28T14:38:28Z,2024-03-28T14:44:29Z
3,Vienna,Weppersdorf,68.72,2024-03-28T15:52:38Z,2024-03-28T17:10:55Z
4,Weppersdorf,Vienna,72.35,2024-04-01T09:21:52.505Z,2024-04-02T09:01:39Z
4,Vienna,Vienna,5.31,2024-04-02T09:36:36Z,2024-04-02T09:57:36Z
4,Vienna,Vienna,2.24,2024-04-02T10:17:24Z,2024-04-02T10:29:47Z
4,Vienna,Vienna,1.12,2024-04-02T12:10:21Z,2024-04-02T12:15:15Z
4,Vienna,Vienna,1.25,2024-04-02T12:49:58Z,2024-04-02T13:04:04Z
4,Vienna,Vienna,3.54,2024-04-02T15:10:07Z,2024-04-02T15:47:37Z
4,Vienna,Vienna,3.61,2024-04-02T16:00:51Z,2024-04-02T16:21:34Z
4,Vienna,Vienna,0.15,2024-04-02T16:21:34Z,2024-04-02T16:31:39Z
4,Vienna,Weppersdorf,68.75,2024-04-02T17:07:58Z,2024-04-02T18:25:37Z
4,Weppersdorf,Weppersdorf,0.05,2024-04-04T10:06:03Z,2024-04-04T10:38:06Z
4,Weppersdorf,Weppersdorf,1.48,2024-04-06T13:48:13Z,2024-04-06T13:55:34Z
4,Weppersdorf,Weppersdorf,0.27,2024-04-06T14:29:46Z,2024-04-06T14:35:48Z
4,Weppersdorf,Weppersdorf,1.17,2024-04-06T14:44:44Z,2024-04-06T14:50:46Z
4,Weppersdorf,Eisenstadt,28.1,2024-04-07T06:35:31Z,2024-04-07T07:05:27Z
4,Eisenstadt,Weppersdorf,27.92,2024-04-07T09:18:31Z,2024-04-07T09:55:41Z
4,Weppersdorf,Gralla,106.66,2024-04-07T11:32:16Z,2024-04-07T13:26:11Z
4,Gralla,Grad Ogulin,179.4,2024-04-07T13:34:15Z,2024-04-07T16:05:50Z
4,Grad Ogulin,Grad Slunj,14.72,2024-04-07T16:11:50Z,2024-04-08T20:48:59Z
4,Grad Slunj,Općina Jakovlje,87.3,2024-04-11T07:55:20Z,2024-04-11T09:50:29Z
4,Općina Jakovlje,Maribor,66.36,2024-04-11T09:58:29Z,2024-04-11T11:13:01Z
4,Maribor,Scheiblingkirchen-Thernberg,129.78,2024-04-11T11:21:01Z,2024-04-11T13:22:27Z
4,Scheiblingkirchen-Thernberg,Weppersdorf,21.51,2024-04-11T13:28:31Z,2024-04-11T14:20:23Z
4,Weppersdorf,Felixdorf,35.76,2024-04-12T10:08:07Z,2024-04-12T10:46:07Z
4,Felixdorf,Bad Fischau-Brunn,6.42,2024-04-12T10:57:46Z,2024-04-12T11:07:34Z
4,Bad Fischau-Brunn,Weppersdorf,32.93,2024-04-12T11:53:52Z,2024-04-12T12:43:24Z
4,Weppersdorf,Eisenstadt,28.14,2024-04-13T15:35:56.916Z,2024-04-14T07:34:09Z
4,Eisenstadt,Weppersdorf,28.09,2024-04-14T09:09:38Z,2024-04-14T09:51:45Z
4,Weppersdorf,Stoob,7.85,2024-04-15T14:07:51Z,2024-04-15T14:28:38Z
4,Stoob,Weppersdorf,7.18,2024-04-15T14:59:33Z,2024-04-15T15:17:45Z
4,Weppersdorf,Weppersdorf,0.03,2024-04-15T15:30:40Z,2024-04-15T16:13:31Z
4,Weppersdorf,Wiener Neustadt,27.0,2024-04-16T07:49:36Z,2024-04-16T08:38:42Z
4,Bad Fischau-Brunn,Mattersburg,19.89,2024-04-16T09:44:02Z,2024-04-16T10:08:10Z
4,Mattersburg,Weppersdorf,18.03,2024-04-16T10:16:13Z,2024-04-16T10:32:20Z
4,Weppersdorf,Kaisersdorf,5.96,2024-04-18T10:12:06Z,2024-04-18T10:19:31Z
4,Kaisersdorf,Weppersdorf,5.82,2024-04-18T10:27:49Z,2024-04-18T10:39:58Z
4,Weppersdorf,Vienna,65.96,2024-04-18T13:23:34Z,2024-04-18T14:47:02Z
4,Vienna,Vienna,3.96,2024-04-18T16:14:49Z,2024-04-18T16:30:13Z
4,Vienna,Vienna,1.67,2024-04-18T16:42:09Z,2024-04-18T16:49:09Z
4,Vienna,Vienna,0.59,2024-04-18T16:55:38Z,2024-04-18T17:05:40Z
4,Vienna,Vienna,0.2,2024-04-19T06:39:14Z,2024-04-19T06:43:52Z
4,Vienna,Vienna,3.56,2024-04-19T06:43:52Z,2024-04-19T07:02:04Z
4,Vienna,Vienna,3.52,2024-04-19T18:05:26Z,2024-04-19T18:21:32Z
4,Vienna,Vienna,3.52,2024-04-20T06:23:20Z,2024-04-20T06:41:32Z
4,Vienna,Vienna,3.51,2024-04-20T18:09:50Z,2024-04-20T18:39:34Z
4,Vienna,Vienna,3.48,2024-04-21T06:16:08Z,2024-04-21T06:44:16Z
4,Vienna,Weppersdorf,67.25,2024-04-21T15:52:38Z,2024-04-21T16:55:23Z
4,Weppersdorf,Weppersdorf,1.01,2024-04-21T17:03:25Z,2024-04-21T17:09:28Z
4,Weppersdorf,Horitschon,9.25,2024-04-22T18:29:24.349Z,2024-04-23T05:53:41Z
4,Horitschon,Weppersdorf,9.28,2024-04-23T06:49:26Z,2024-04-23T07:01:30Z
4,Weppersdorf,Kaisersdorf,5.86,2024-04-23T09:59:09Z,2024-04-23T10:13:59Z
4,Kaisersdorf,Steinberg-Dörfl,9.15,2024-04-23T10:32:24Z,2024-04-23T10:44:27Z
4,Steinberg-Dörfl,Weppersdorf,11.12,2024-04-23T11:45:49Z,2024-04-23T11:59:55Z
4,Weppersdorf,Weppersdorf,0.64,2024-04-23T12:05:55Z,2024-04-23T12:10:01Z
4,Weppersdorf,Neutal,4.97,2024-04-24T10:48:21Z,2024-04-24T11:01:19Z
4,Neutal,Weppersdorf,4.79,2024-04-24T12:24:07Z,2024-04-24T12:36:08Z
4,Weppersdorf,Großhöflein,26.61,2024-04-24T15:16:32Z,2024-04-24T15:40:56Z
4,Großhöflein,Zemendorf-Stöttera,6.99,2024-04-24T15:55:36Z,2024-04-24T16:05:05Z
4,Zemendorf-Stöttera,Weppersdorf,19.67,2024-04-24T16:41:15Z,2024-04-24T17:05:45Z
4,Weppersdorf,Bad Fischau-Brunn,32.87,2024-04-25T05:16:27Z,2024-04-25T05:58:42Z
4,Bad Fischau-Brunn,Weppersdorf,32.8,2024-04-25T06:59:18Z,2024-04-25T07:54:46Z
4,Weppersdorf,Weppersdorf,0.4,2024-04-25T08:56:20Z,2024-04-25T09:12:20Z
4,Weppersdorf,Weppersdorf,1.47,2024-04-25T09:42:40Z,2024-04-25T09:51:57Z
4,Weppersdorf,Wiener Neustadt,26.71,2024-04-25T15:04:01Z,2024-04-25T15:36:38Z
4,Wiener Neustadt,Weppersdorf,26.74,2024-04-25T17:05:32Z,2024-04-25T17:33:45Z
4,Weppersdorf,Stoob Süd,10.25,2024-04-26T06:00:35Z,2024-04-26T06:14:40Z
4,Oberpullendorf/Felsőpulya,Weppersdorf,10.53,2024-04-26T06:22:44Z,2024-04-26T06:34:49Z
4,Weppersdorf,Stoob Süd,9.23,2024-04-27T07:51:47Z,2024-04-27T08:17:05Z
4,Stoob Süd,Weppersdorf,9.2,2024-04-27T08:45:19Z,2024-04-27T08:59:22Z
4,Weppersdorf,Oberpullendorf/Felsőpulya,11.65,2024-04-27T11:49:10Z,2024-04-27T12:05:16Z
4,Oberpullendorf/Felsőpulya,Weppersdorf,11.59,2024-04-27T14:22:40Z,2024-04-27T14:36:47Z
4,Ritzing,Weppersdorf,6.29,2024-04-28T07:27:31Z,2024-04-28T07:51:19Z
4,Weppersdorf,Wiener Neustadt,27.05,2024-04-29T07:51:42Z,2024-04-29T08:19:45Z
4,Wiener Neustadt,Wiener Neustadt,2.63,2024-04-29T08:23:46Z,2024-04-29T08:31:48Z
4,Wiener Neustadt,Bad Fischau-Brunn,4.4,2024-04-29T08:35:50Z,2024-04-29T08:49:52Z
4,Bad Fischau-Brunn,Weppersdorf,32.71,2024-04-29T09:11:59Z,2024-04-29T09:49:19Z
4,Weppersdorf,Vienna,66.12,2024-04-29T16:18:13Z,2024-04-29T17:16:14Z
4,Vienna,Vienna,3.4,2024-04-29T17:50:54Z,2024-04-29T18:10:21Z
4,Vienna,Vienna,3.52,2024-04-30T06:22:02Z,2024-04-30T06:44:19Z
4,Vienna,Vienna,0.12,2024-04-30T11:33:23Z,2024-04-30T11:40:31Z
4,Vienna,Vienna,3.56,2024-04-30T18:09:53Z,2024-04-30T18:29:57Z
5,Vienna,Vienna,3.57,2024-05-01T07:08:57Z,2024-05-01T07:27:00Z
5,Vienna,Vienna,3.5,2024-05-01T15:26:33Z,2024-05-01T15:40:36Z
5,Vienna,Vienna,0.16,2024-05-01T15:40:36Z,2024-05-01T15:44:37Z
5,Vienna,Weppersdorf,68.69,2024-05-01T15:48:39Z,2024-05-01T16:54:58Z
5,Weppersdorf,Stoob,8.43,2024-05-02T13:14:50Z,2024-05-02T13:34:30Z
5,Stoob Süd,Weppersdorf,9.22,2024-05-02T14:04:26Z,2024-05-02T14:18:45Z
5,Weppersdorf,Eisenstadt,28.09,2024-05-04T11:58:17.884Z,2024-05-05T07:15:42Z
5,Eisenstadt,Kobersdorf,27.8,2024-05-05T09:34:52Z,2024-05-05T10:02:58Z
5,Kobersdorf,Weppersdorf,2.66,2024-05-05T10:15:02Z,2024-05-05T10:22:42Z
5,Weppersdorf,Kaisersdorf,5.87,2024-05-06T15:16:50Z,2024-05-06T17:31:58Z
5,Weppersdorf,Horitschon,9.17,2024-05-07T07:10:53Z,2024-05-07T07:20:55Z
5,Horitschon,Weppersdorf,9.25,2024-05-07T08:05:49Z,2024-05-07T08:19:51Z
5,Weppersdorf,Kobersdorf,2.23,2024-05-07T11:52:57Z,2024-05-07T12:00:09Z
5,Kobersdorf,Weppersdorf,2.23,2024-05-07T12:47:16Z,2024-05-07T12:53:20Z
5,Weppersdorf,Röschitz,126.64,2024-05-07T14:31:47Z,2024-05-07T16:23:20Z
5,Röschitz,Weppersdorf,126.32,2024-05-07T16:53:25Z,2024-05-07T18:31:38Z
5,Weppersdorf,Bad Fischau-Brunn,32.89,2024-05-08T08:32:25Z,2024-05-08T09:18:23Z
5,Bad Fischau-Brunn,Wöllersdorf-Steinabrückl,2.64,2024-05-08T10:37:34Z,2024-05-08T10:41:48Z
5,Wöllersdorf-Steinabrückl,Weppersdorf,34.67,2024-05-08T10:47:53Z,2024-05-08T11:30:03Z
5,Weppersdorf,Schützen am Gebirge,33.31,2024-05-09T15:30:51Z,2024-05-09T15:59:04Z
5,Schützen am Gebirge,Weppersdorf,33.3,2024-05-09T17:25:31Z,2024-05-09T17:57:34Z
5,Weppersdorf,Vienna,66.08,2024-05-11T07:18:55Z,2024-05-11T09:03:00Z
5,Vienna,Weppersdorf,66.16,2024-05-11T14:59:09Z,2024-05-11T15:52:13Z
5,Weppersdorf,Stoob Süd,9.34,2024-05-12T12:48:43Z,2024-05-12T13:05:34Z
5,Stoob Süd,Oberpullendorf/Felsőpulya,2.17,2024-05-12T13:09:34Z,2024-05-12T13:13:34Z
5,Oberpullendorf/Felsőpulya,Weppersdorf,11.01,2024-05-12T14:33:17Z,2024-05-12T14:45:22Z
5,Weppersdorf,Weppersdorf,0.71,2024-05-12T15:01:24Z,2024-05-12T15:04:55Z
5,Weppersdorf,Weppersdorf,1.23,2024-05-13T09:51:46Z,2024-05-13T10:04:06Z
5,Weppersdorf,Weppersdorf,1.2,2024-05-13T10:12:10Z,2024-05-13T10:38:21Z
5,Weppersdorf,Kaisersdorf,5.83,2024-05-14T10:07:25Z,2024-05-14T10:46:22Z
5,Weppersdorf,Weppersdorf,0.27,2024-05-14T18:09:53Z,2024-05-14T18:42:09Z
5,Weppersdorf,Landsee,6.97,2024-05-19T09:22:55Z,2024-05-19T10:27:14Z
5,Landsee,Weppersdorf,7.02,2024-05-19T11:45:19Z,2024-05-19T11:59:23Z
5,Weppersdorf,Kaisersdorf,5.82,2024-05-21T06:49:45Z,2024-05-21T07:02:11Z
5,Kaisersdorf,Weppersdorf,5.85,2024-05-21T09:02:12Z,2024-05-21T09:24:11Z
5,Weppersdorf,Weppersdorf,1.46,2024-05-21T10:13:30Z,2024-05-21T10:19:36Z
5,Weppersdorf,Weppersdorf,1.01,2024-05-21T10:34:40Z,2024-05-21T10:38:43Z
5,Weppersdorf,Weppersdorf,0.4,2024-05-21T11:03:51Z,2024-05-21T11:08:31Z
5,Weppersdorf,Bad Fischau-Brunn,32.75,2024-05-23T06:35:35Z,2024-05-23T07:19:55Z
5,Bad Fischau-Brunn,Wiener Neustadt,2.67,2024-05-23T07:48:01Z,2024-05-23T07:59:53Z
5,Wiener Neustadt,Weppersdorf,30.23,2024-05-23T08:27:21Z,2024-05-23T09:03:31Z
5,Weppersdorf,Kaisersdorf,5.95,2024-05-23T10:13:53Z,2024-05-23T10:22:26Z
5,Kaisersdorf,Steinberg-Dörfl,9.38,2024-05-23T10:29:05Z,2024-05-23T10:55:07Z
5,Steinberg-Dörfl,Weppersdorf,11.64,2024-05-23T11:26:26Z,2024-05-23T11:38:32Z
5,Weppersdorf,Weppersdorf,1.48,2024-05-24T10:03:05Z,2024-05-24T10:07:07Z
5,Weppersdorf,Weppersdorf,1.4,2024-05-24T10:19:11Z,2024-05-24T10:23:13Z
5,Weppersdorf,Kaisersdorf,5.97,2024-05-25T10:41:13Z,2024-05-25T10:51:17Z
5,Kaisersdorf,Weppersdorf,5.86,2024-05-25T19:26:44Z,2024-05-25T19:42:27Z
5,Weppersdorf,Landsee,7.31,2024-05-26T13:59:34Z,2024-05-26T14:28:53Z
5,Landsee,Weppersdorf,7.32,2024-05-26T14:38:14Z,2024-05-26T14:50:39Z
5,Weppersdorf,Landsee,7.31,2024-05-27T07:11:29Z,2024-05-27T07:22:33Z
5,Landsee,Weppersdorf,7.33,2024-05-27T07:30:37Z,2024-05-27T07:48:02Z
5,Weppersdorf,Weppersdorf,1.45,2024-05-27T10:22:18Z,2024-05-27T10:28:19Z
5,Weppersdorf,Weppersdorf,1.39,2024-05-27T10:50:37Z,2024-05-27T10:59:38Z
5,Kobersdorf,Bad Fischau-Brunn,30.87,2024-05-28T07:25:22Z,2024-05-28T08:30:07Z
5,Bad Fischau-Brunn,Vienna,39.68,2024-05-28T08:58:24Z,2024-05-28T09:34:19Z
5,Vienna,Vienna,0.06,2024-05-28T11:29:40Z,2024-05-28T11:30:22Z
5,Vienna,Vienna,0.1,2024-05-28T12:07:36Z,2024-05-28T12:09:36Z
5,Vienna,Weppersdorf,66.08,2024-05-28T17:47:35Z,2024-05-28T18:45:34Z
5,Weppersdorf,Vienna,72.33,2024-05-29T05:37:51Z,2024-05-29T06:56:01Z
5,Vienna,Vienna,7.22,2024-05-29T07:24:17Z,2024-05-29T07:59:17Z
5,Vienna,Weppersdorf,66.12,2024-05-29T11:28:27Z,2024-05-29T12:34:46Z
5,Weppersdorf,Stoob Süd,9.36,2024-05-31T07:45:36Z,2024-05-31T08:02:55Z
5,Stoob Süd,Stoob Süd,0.94,2024-05-31T08:32:04Z,2024-05-31T08:36:07Z
5,Stoob Süd,Oberpullendorf/Felsőpulya,0.84,2024-05-31T08:40:09Z,2024-05-31T09:00:19Z
5,Oberpullendorf/Felsőpulya,Weppersdorf,11.85,2024-05-31T09:24:12Z,2024-05-31T09:50:36Z
6,Weppersdorf,Weppersdorf,1.49,2024-06-01T14:56:03.742Z,2024-06-03T08:27:00Z
6,Weppersdorf,Weppersdorf,1.45,2024-06-03T08:29:10Z,2024-06-03T08:37:14Z
6,Weppersdorf,Općina Sveti Križ Začretje,174.55,2024-06-03T12:45:35Z,2024-06-03T16:08:47Z
6,Općina Sveti Križ Začretje,Grad Ogulin,98.06,2024-06-03T16:32:48Z,2024-06-03T17:44:52Z
6,Grad Ogulin,Grad Slunj,18.03,2024-06-03T17:50:54Z,2024-06-03T19:08:53Z
6,Grad Slunj,City of Velika Gorica,79.3,2024-06-09T19:23:37Z,2024-06-09T22:38:08Z
6,Grad Slunj,City of Velika Gorica,79.15,2024-06-17T00:31:23Z,2024-06-17T02:05:30Z
6,City of Velika Gorica,Sandefjord,1544.04,2024-06-17T03:59:18Z,2024-06-17T06:35:34Z
6,Sandefjord,Sandefjord,2.47,2024-06-17T07:17:01Z,2024-06-17T07:23:02Z
6,Sandefjord,Sandefjord,4.97,2024-06-17T08:08:28Z,2024-06-17T08:22:31Z
6,Sandefjord,Drammen,67.26,2024-06-17T08:51:10Z,2024-06-17T09:56:59Z
